,Area,Item,Year,Yield Value,average_rain_fall_mm_per_year,Pesticies Value,Avg_Temp
1934,Azerbaijan,"Rice, paddy",2004,39810,447,148.68,12.76
1935,Azerbaijan,Soybeans,2004,17568,447,148.68,12.76
1936,Azerbaijan,Wheat,2004,25748,447,148.68,12.76
1937,Azerbaijan,Maize,2005,47703,447,148.68,12.88
1938,Azerbaijan,Potatoes,2005,153215,447,148.68,12.88
1939,Azerbaijan,"Rice, paddy",2005,35903,447,148.68,12.88
1940,Azerbaijan,Soybeans,2005,5789,447,148.68,12.88
1941,Azerbaijan,Wheat,2005,25818,447,148.68,12.88
1942,Azerbaijan,Maize,2006,45777,447,148.68,12.66
1943,Azerbaijan,Potatoes,2006,149497,447,148.68,12.66
1944,Azerbaijan,"Rice, paddy",2006,42375,447,148.68,12.66
1945,Azerbaijan,Sorghum,2006,10000,447,148.68,12.66
1946,Azerbaijan,Soybeans,2006,4906,447,148.68,12.66
1947,Azerbaijan,Wheat,2006,26050,447,148.68,12.66
1948,Azerbaijan,Maize,2007,46175,447,148.68,12.75
1949,Azerbaijan,Potatoes,2007,154570,447,148.68,12.75
1950,Azerbaijan,"Rice, paddy",2007,33886,447,148.68,12.75
1951,Azerbaijan,Soybeans,2007,4000,447,148.68,12.75
1952,Azerbaijan,Wheat,2007,26722,447,148.68,12.75
1953,Azerbaijan,Maize,2008,47784,447,262.99,12.3
1954,Azerbaijan,Potatoes,2008,156430,447,262.99,12.3
1955,Azerbaijan,"Rice, paddy",2008,27973,447,262.99,12.3
1956,Azerbaijan,Sorghum,2008,12000,447,262.99,12.3
1957,Azerbaijan,Soybeans,2008,5000,447,262.99,12.3
1958,Azerbaijan,Wheat,2008,27251,447,262.99,12.3
1959,Azerbaijan,Maize,2009,47990,447,316.18,12.6
1960,Azerbaijan,Potatoes,2009,149950,447,316.18,12.6
1961,Azerbaijan,"Rice, paddy",2009,25279,447,316.18,12.6
1962,Azerbaijan,Soybeans,2009,6677,447,316.18,12.6
1963,Azerbaijan,Wheat,2009,25946,447,316.18,12.6
1964,Azerbaijan,Maize,2010,45551,447,333.85,13.85
1965,Azerbaijan,Potatoes,2010,144945,447,333.85,13.85
1966,Azerbaijan,"Rice, paddy",2010,23963,447,333.85,13.85
1967,Azerbaijan,Soybeans,2010,7136,447,333.85,13.85
1968,Azerbaijan,Wheat,2010,19381,447,333.85,13.85
1969,Azerbaijan,Maize,2011,45460,447,461.84,11.79
1970,Azerbaijan,Potatoes,2011,143973,447,461.84,11.79
1971,Azerbaijan,"Rice, paddy",2011,20947,447,461.84,11.79
1972,Azerbaijan,Soybeans,2011,6717,447,461.84,11.79
1973,Azerbaijan,Wheat,2011,24376,447,461.84,11.79
1974,Azerbaijan,Maize,2012,51029,447,516.35,13.0
1975,Azerbaijan,Potatoes,2012,146740,447,516.35,13.0
1976,Azerbaijan,"Rice, paddy",2012,22249,447,516.35,13.0
1977,Azerbaijan,Sorghum,2012,1500,447,516.35,13.0
1978,Azerbaijan,Soybeans,2012,6587,447,516.35,13.0
1979,Azerbaijan,Wheat,2012,26144,447,516.35,13.0
1980,Azerbaijan,Maize,2013,53903,447,489.8,14.12
1981,Azerbaijan,Potatoes,2013,151999,447,489.8,14.12
1982,Azerbaijan,"Rice, paddy",2013,22808,447,489.8,14.12
1983,Azerbaijan,Sorghum,2013,5000,447,489.8,14.12
1984,Azerbaijan,Soybeans,2013,6457,447,489.8,14.12
1985,Azerbaijan,Wheat,2013,26719,447,489.8,14.12
1986,Bahamas,Cassava,1990,106667,..,484.59,25.74
1987,Bahamas,Maize,1990,15000,..,484.59,25.74
1988,Bahamas,Sweet potatoes,1990,38118,..,484.59,25.74
1989,Bahamas,Cassava,1991,100000,..,484.59,25.66
1990,Bahamas,Maize,1991,16667,..,484.59,25.66
1991,Bahamas,Sweet potatoes,1991,31385,..,484.59,25.66
1992,Bahamas,Cassava,1992,95859,1292,484.59,25.1
1993,Bahamas,Maize,1992,16667,1292,484.59,25.1
1994,Bahamas,Sweet potatoes,1992,31586,1292,484.59,25.1
1995,Bahamas,Cassava,1993,90909,1292,484.59,25.26
1996,Bahamas,Maize,1993,16000,1292,484.59,25.26
1997,Bahamas,Sweet potatoes,1993,31571,1292,484.59,25.26
1998,Bahamas,Cassava,1994,80000,1292,484.59,25.73
1999,Bahamas,Maize,1994,17931,1292,484.59,25.73
2000,Bahamas,Sweet potatoes,1994,31254,1292,484.59,25.73
2001,Bahamas,Cassava,1995,77089,1292,484.59,25.44
2002,Bahamas,Maize,1995,17931,1292,484.59,25.44
2003,Bahamas,Sweet potatoes,1995,30714,1292,484.59,25.44
2004,Bahamas,Cassava,1996,75783,1292,484.59,25.06
2005,Bahamas,Maize,1996,17931,1292,484.59,25.06
2006,Bahamas,Sweet potatoes,1996,31324,1292,484.59,25.06
2007,Bahamas,Cassava,1997,75317,1292,484.59,25.81
2008,Bahamas,Maize,1997,17400,1292,484.59,25.81
2009,Bahamas,Sweet potatoes,1997,30800,1292,484.59,25.81
2010,Bahamas,Cassava,1998,75000,1292,484.59,25.94
2011,Bahamas,Maize,1998,19842,1292,484.59,25.94
2012,Bahamas,Sweet potatoes,1998,31724,1292,484.59,25.94
2013,Bahamas,Cassava,1999,80000,1292,484.59,25.31
2014,Bahamas,Maize,1999,21657,1292,484.59,25.31
2015,Bahamas,Sweet potatoes,1999,38088,1292,484.59,25.31
2016,Bahamas,Cassava,2000,100000,1292,484.59,25.16
2017,Bahamas,Maize,2000,24762,1292,484.59,25.16
2018,Bahamas,Sweet potatoes,2000,35304,1292,484.59,25.16
2019,Bahamas,Cassava,2001,102308,1292,375.89,25.23
2020,Bahamas,Maize,2001,30000,1292,375.89,25.23
2021,Bahamas,Sweet potatoes,2001,30556,1292,375.89,25.23
2022,Bahamas,Cassava,2002,100000,1292,384.23,25.79
2023,Bahamas,Maize,2002,30500,1292,384.23,25.79
2024,Bahamas,Sweet potatoes,2002,34792,1292,384.23,25.79
2025,Bahamas,Cassava,2004,103333,1292,269.66,25.46
2026,Bahamas,Maize,2004,35500,1292,269.66,25.46
2027,Bahamas,Sweet potatoes,2004,33846,1292,269.66,25.46
2028,Bahamas,Cassava,2005,106816,1292,315.74,25.43
2029,Bahamas,Maize,2005,36000,1292,315.74,25.43
2030,Bahamas,Sweet potatoes,2005,34323,1292,315.74,25.43
2031,Bahamas,Cassava,2006,106250,1292,268.2,25.34
2032,Bahamas,Maize,2006,38000,1292,268.2,25.34
2033,Bahamas,Sweet potatoes,2006,34519,1292,268.2,25.34
2034,Bahamas,Cassava,2007,105556,1292,268.2,25.71
2035,Bahamas,Maize,2007,40000,1292,268.2,25.71
2036,Bahamas,Sweet potatoes,2007,34364,1292,268.2,25.71
2037,Bahamas,Cassava,2008,139562,1292,268.2,25.63
2038,Bahamas,Maize,2008,47619,1292,268.2,25.63
2039,Bahamas,Sweet potatoes,2008,34462,1292,268.2,25.63
2040,Bahamas,Cassava,2009,180917,1292,268.2,25.46
2041,Bahamas,Maize,2009,60000,1292,268.2,25.46
2042,Bahamas,Sweet potatoes,2009,34560,1292,268.2,25.46
2043,Bahamas,Cassava,2010,221795,1292,268.2,24.77
2044,Bahamas,Maize,2010,75333,1292,268.2,24.77
2045,Bahamas,Plantains and others,2010,79048,1292,268.2,24.77
2046,Bahamas,Sweet potatoes,2010,34658,1292,268.2,24.77
2047,Bahamas,Cassava,2011,225128,1292,268.2,25.76
2048,Bahamas,Maize,2011,73085,1292,268.2,25.76
2049,Bahamas,Plantains and others,2011,78182,1292,268.2,25.76
2050,Bahamas,Sweet potatoes,2011,34757,1292,268.2,25.76
2051,Bahamas,Cassava,2012,223000,1292,268.2,25.46
2052,Bahamas,Maize,2012,73404,1292,268.2,25.46
2053,Bahamas,Plantains and others,2012,77391,1292,268.2,25.46
2054,Bahamas,Sweet potatoes,2012,34855,1292,268.2,25.46
2055,Bahamas,Cassava,2013,221509,1292,268.2,25.88
2056,Bahamas,Maize,2013,74465,1292,268.2,25.88
2057,Bahamas,Plantains and others,2013,76928,1292,268.2,25.88
2058,Bahamas,Sweet potatoes,2013,34953,1292,268.2,25.88
2059,Bahrain,Potatoes,1990,186667,83,14.05,26.26
2060,Bahrain,Sweet potatoes,1990,116667,83,14.05,26.26
2061,Bahrain,Potatoes,1991,206667,83,14.05,25.73
2062,Bahrain,Sweet potatoes,1991,120000,83,14.05,25.73
2063,Bahrain,Potatoes,1992,188000,83,14.05,25.09
2064,Bahrain,Sweet potatoes,1992,112500,83,14.05,25.09
2065,Bahrain,Potatoes,1993,162857,83,14.05,26.09
2066,Bahrain,Sweet potatoes,1993,116667,83,14.05,26.09
2067,Bahrain,Potatoes,1994,147500,83,30.86,26.66
2068,Bahrain,Sweet potatoes,1994,125000,83,30.86,26.66
2069,Bahrain,Potatoes,1995,166667,83,12.46,26.18
2070,Bahrain,Sweet potatoes,1995,120000,83,12.46,26.18
2071,Bahrain,Potatoes,1996,125000,83,12.16,26.76
2072,Bahrain,Potatoes,1997,160000,83,9.42,26.11
2073,Bahrain,Potatoes,1998,160000,83,11.15,27.54
2074,Bahrain,Potatoes,1999,100000,83,12.5,27.67
2075,Bahrain,Potatoes,2000,103333,83,8.65,26.99
2076,Bahrain,Potatoes,2001,110000,83,9.2,27.36
2077,Bahrain,Potatoes,2002,190000,83,0.91,27.19
2078,Bahrain,Potatoes,2004,180000,83,12.24,27.07
2079,Bahrain,Potatoes,2005,100000,83,12.75,26.89
2080,Bahrain,Potatoes,2006,130000,83,12.12,27.15
2081,Bahrain,Potatoes,2007,255556,83,16.25,27.13
2082,Bahrain,Potatoes,2008,210000,83,10.45,26.96
2083,Bahrain,Potatoes,2009,166667,83,12.59,27.24
2084,Bahrain,Potatoes,2010,155598,83,9.84,28.0
2085,Bahrain,Potatoes,2011,171162,83,9.14,27.01
2086,Bahrain,Potatoes,2012,177812,83,9.14,27.45
2087,Bahrain,Potatoes,2013,179569,83,9.14,27.86
2088,Bangladesh,Maize,1990,10015,2666,1266.0,25.98
2089,Bangladesh,Maize,1990,10015,2666,1266.0,25.98
2090,Bangladesh,Potatoes,1990,91410,2666,1266.0,25.98
2091,Bangladesh,Potatoes,1990,91410,2666,1266.0,25.98
2092,Bangladesh,"Rice, paddy",1990,25661,2666,1266.0,25.98
2093,Bangladesh,"Rice, paddy",1990,25661,2666,1266.0,25.98
2094,Bangladesh,Sorghum,1990,8103,2666,1266.0,25.98
2095,Bangladesh,Sorghum,1990,8103,2666,1266.0,25.98
2096,Bangladesh,Sweet potatoes,1990,98316,2666,1266.0,25.98
2097,Bangladesh,Sweet potatoes,1990,98316,2666,1266.0,25.98
2098,Bangladesh,Wheat,1990,15034,2666,1266.0,25.98
2099,Bangladesh,Wheat,1990,15034,2666,1266.0,25.98
2100,Bangladesh,Maize,1991,9781,2666,1287.0,25.85
2101,Bangladesh,Maize,1991,9781,2666,1287.0,25.85
2102,Bangladesh,Potatoes,1991,99868,2666,1287.0,25.85
2103,Bangladesh,Potatoes,1991,99868,2666,1287.0,25.85
2104,Bangladesh,"Rice, paddy",1991,26592,2666,1287.0,25.85
2105,Bangladesh,"Rice, paddy",1991,26592,2666,1287.0,25.85
2106,Bangladesh,Sorghum,1991,8376,2666,1287.0,25.85
2107,Bangladesh,Sorghum,1991,8376,2666,1287.0,25.85
2108,Bangladesh,Sweet potatoes,1991,96481,2666,1287.0,25.85
2109,Bangladesh,Sweet potatoes,1991,96481,2666,1287.0,25.85
2110,Bangladesh,Wheat,1991,16767,2666,1287.0,25.85
2111,Bangladesh,Wheat,1991,16767,2666,1287.0,25.85
2112,Bangladesh,Maize,1992,9319,2666,1453.0,25.86
2113,Bangladesh,Maize,1992,9319,2666,1453.0,25.86
2114,Bangladesh,Potatoes,1992,107931,2666,1453.0,25.86
2115,Bangladesh,Potatoes,1992,107931,2666,1453.0,25.86
2116,Bangladesh,"Rice, paddy",1992,26893,2666,1453.0,25.86
2117,Bangladesh,"Rice, paddy",1992,26893,2666,1453.0,25.86
2118,Bangladesh,Sorghum,1992,8988,2666,1453.0,25.86
2119,Bangladesh,Sorghum,1992,8988,2666,1453.0,25.86
2120,Bangladesh,Sweet potatoes,1992,96477,2666,1453.0,25.86
2121,Bangladesh,Sweet potatoes,1992,96477,2666,1453.0,25.86
2122,Bangladesh,Wheat,1992,18534,2666,1453.0,25.86
2123,Bangladesh,Wheat,1992,18534,2666,1453.0,25.86
2124,Bangladesh,Maize,1993,9351,2666,1487.0,25.73
2125,Bangladesh,Maize,1993,9351,2666,1487.0,25.73
2126,Bangladesh,Potatoes,1993,106787,2666,1487.0,25.73
2127,Bangladesh,Potatoes,1993,106787,2666,1487.0,25.73
2128,Bangladesh,"Rice, paddy",1993,27185,2666,1487.0,25.73
2129,Bangladesh,"Rice, paddy",1993,27185,2666,1487.0,25.73
2130,Bangladesh,Sorghum,1993,8948,2666,1487.0,25.73
2131,Bangladesh,Sorghum,1993,8948,2666,1487.0,25.73
2132,Bangladesh,Sweet potatoes,1993,95714,2666,1487.0,25.73
2133,Bangladesh,Sweet potatoes,1993,95714,2666,1487.0,25.73
2134,Bangladesh,Wheat,1993,18457,2666,1487.0,25.73
2135,Bangladesh,Wheat,1993,18457,2666,1487.0,25.73
2136,Bangladesh,Maize,1994,9042,2666,1594.5,25.91
2137,Bangladesh,Maize,1994,9042,2666,1594.5,25.91
2138,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
2139,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
2140,Bangladesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
2141,Bangladesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
2142,Bangladesh,Sorghum,1994,9892,2666,1594.5,25.91
2143,Bangladesh,Sorghum,1994,9892,2666,1594.5,25.91
2144,Bangladesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
2145,Bangladesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
2146,Bangladesh,Wheat,1994,18390,2666,1594.5,25.91
2147,Bangladesh,Wheat,1994,18390,2666,1594.5,25.91
2148,Bangladesh,Maize,1995,10700,2666,1702.0,26.09
2149,Bangladesh,Maize,1995,10700,2666,1702.0,26.09
2150,Bangladesh,Potatoes,1995,111665,2666,1702.0,26.09
2151,Bangladesh,Potatoes,1995,111665,2666,1702.0,26.09
2152,Bangladesh,"Rice, paddy",1995,26527,2666,1702.0,26.09
2153,Bangladesh,"Rice, paddy",1995,26527,2666,1702.0,26.09
2154,Bangladesh,Sorghum,1995,9804,2666,1702.0,26.09
2155,Bangladesh,Sorghum,1995,9804,2666,1702.0,26.09
2156,Bangladesh,Sweet potatoes,1995,95186,2666,1702.0,26.09
2157,Bangladesh,Sweet potatoes,1995,95186,2666,1702.0,26.09
2158,Bangladesh,Wheat,1995,19483,2666,1702.0,26.09
2159,Bangladesh,Wheat,1995,19483,2666,1702.0,26.09
2160,Bangladesh,Maize,1996,10166,2666,1919.0,26.15
2161,Bangladesh,Maize,1996,10166,2666,1919.0,26.15
2162,Bangladesh,Potatoes,1996,112741,2666,1919.0,26.15
2163,Bangladesh,Potatoes,1996,112741,2666,1919.0,26.15
2164,Bangladesh,"Rice, paddy",1996,27629,2666,1919.0,26.15
2165,Bangladesh,"Rice, paddy",1996,27629,2666,1919.0,26.15
2166,Bangladesh,Sorghum,1996,9959,2666,1919.0,26.15
2167,Bangladesh,Sorghum,1996,9959,2666,1919.0,26.15
2168,Bangladesh,Sweet potatoes,1996,96081,2666,1919.0,26.15
2169,Bangladesh,Sweet potatoes,1996,96081,2666,1919.0,26.15
2170,Bangladesh,Wheat,1996,19531,2666,1919.0,26.15
2171,Bangladesh,Wheat,1996,19531,2666,1919.0,26.15
2172,Bangladesh,Maize,1997,10914,2666,2035.0,25.55
2173,Bangladesh,Maize,1997,10914,2666,2035.0,25.55
2174,Bangladesh,Potatoes,1997,112551,2666,2035.0,25.55
2175,Bangladesh,Potatoes,1997,112551,2666,2035.0,25.55
2176,Bangladesh,"Rice, paddy",1997,27431,2666,2035.0,25.55
2177,Bangladesh,"Rice, paddy",1997,27431,2666,2035.0,25.55
2178,Bangladesh,Sorghum,1997,10297,2666,2035.0,25.55
2179,Bangladesh,Sorghum,1997,10297,2666,2035.0,25.55
2180,Bangladesh,Sweet potatoes,1997,93946,2666,2035.0,25.55
2181,Bangladesh,Sweet potatoes,1997,93946,2666,2035.0,25.55
2182,Bangladesh,Wheat,1997,20544,2666,2035.0,25.55
2183,Bangladesh,Wheat,1997,20544,2666,2035.0,25.55
2184,Bangladesh,Maize,1998,7339,2666,2068.0,26.13
2185,Bangladesh,Maize,1998,7339,2666,2068.0,26.13
2186,Bangladesh,Potatoes,1998,113972,2666,2068.0,26.13
2187,Bangladesh,Potatoes,1998,113972,2666,2068.0,26.13
2188,Bangladesh,"Rice, paddy",1998,29358,2666,2068.0,26.13
2189,Bangladesh,"Rice, paddy",1998,29358,2666,2068.0,26.13
2190,Bangladesh,Sorghum,1998,7901,2666,2068.0,26.13
2191,Bangladesh,Sorghum,1998,7901,2666,2068.0,26.13
2192,Bangladesh,Sweet potatoes,1998,95325,2666,2068.0,26.13
2193,Bangladesh,Sweet potatoes,1998,95325,2666,2068.0,26.13
2194,Bangladesh,Wheat,1998,22408,2666,2068.0,26.13
2195,Bangladesh,Wheat,1998,22408,2666,2068.0,26.13
2196,Bangladesh,Maize,1999,12346,2666,2532.0,26.31
2197,Bangladesh,Maize,1999,12346,2666,2532.0,26.31
2198,Bangladesh,Potatoes,1999,112810,2666,2532.0,26.31
2199,Bangladesh,Potatoes,1999,112810,2666,2532.0,26.31
2200,Bangladesh,"Rice, paddy",1999,32139,2666,2532.0,26.31
2201,Bangladesh,"Rice, paddy",1999,32139,2666,2532.0,26.31
2202,Bangladesh,Sorghum,1999,12346,2666,2532.0,26.31
2203,Bangladesh,Sorghum,1999,12346,2666,2532.0,26.31
2204,Bangladesh,Sweet potatoes,1999,92786,2666,2532.0,26.31
2205,Bangladesh,Sweet potatoes,1999,92786,2666,2532.0,26.31
2206,Bangladesh,Wheat,1999,21627,2666,2532.0,26.31
2207,Bangladesh,Wheat,1999,21627,2666,2532.0,26.31
2208,Bangladesh,Maize,2000,20597,2666,3170.0,25.91
2209,Bangladesh,Maize,2000,20597,2666,3170.0,25.91
2210,Bangladesh,Potatoes,2000,120591,2666,3170.0,25.91
2211,Bangladesh,Potatoes,2000,120591,2666,3170.0,25.91
2212,Bangladesh,"Rice, paddy",2000,34836,2666,3170.0,25.91
2213,Bangladesh,"Rice, paddy",2000,34836,2666,3170.0,25.91
2214,Bangladesh,Sorghum,2000,12346,2666,3170.0,25.91
2215,Bangladesh,Sorghum,2000,12346,2666,3170.0,25.91
2216,Bangladesh,Sweet potatoes,2000,92479,2666,3170.0,25.91
2217,Bangladesh,Sweet potatoes,2000,92479,2666,3170.0,25.91
2218,Bangladesh,Wheat,2000,22104,2666,3170.0,25.91
2219,Bangladesh,Wheat,2000,22104,2666,3170.0,25.91
2220,Bangladesh,Maize,2001,32216,2666,3295.78,25.93
2221,Bangladesh,Maize,2001,32216,2666,3295.78,25.93
2222,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
2223,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
2224,Bangladesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
2225,Bangladesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
2226,Bangladesh,Sorghum,2001,12346,2666,3295.78,25.93
2227,Bangladesh,Sorghum,2001,12346,2666,3295.78,25.93
2228,Bangladesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
2229,Bangladesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
2230,Bangladesh,Wheat,2001,21643,2666,3295.78,25.93
2231,Bangladesh,Wheat,2001,21643,2666,3295.78,25.93
2232,Bangladesh,Maize,2002,40349,2666,2954.29,26.1
2233,Bangladesh,Maize,2002,40349,2666,2954.29,26.1
2234,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
2235,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
2236,Bangladesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
2237,Bangladesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
2238,Bangladesh,Sorghum,2002,12361,2666,2954.29,26.1
2239,Bangladesh,Sorghum,2002,12361,2666,2954.29,26.1
2240,Bangladesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
2241,Bangladesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
2242,Bangladesh,Wheat,2002,21644,2666,2954.29,26.1
2243,Bangladesh,Wheat,2002,21644,2666,2954.29,26.1
2244,Bangladesh,Maize,2004,48243,2666,5587.81,26.14
2245,Bangladesh,Maize,2004,48243,2666,5587.81,26.14
2246,Bangladesh,Potatoes,2004,144313,2666,5587.81,26.14
2247,Bangladesh,Potatoes,2004,144313,2666,5587.81,26.14
2248,Bangladesh,"Rice, paddy",2004,35359,2666,5587.81,26.14
2249,Bangladesh,"Rice, paddy",2004,35359,2666,5587.81,26.14
2250,Bangladesh,Sorghum,2004,11633,2666,5587.81,26.14
2251,Bangladesh,Sorghum,2004,11633,2666,5587.81,26.14
2252,Bangladesh,Sweet potatoes,2004,89459,2666,5587.81,26.14
2253,Bangladesh,Sweet potatoes,2004,89459,2666,5587.81,26.14
2254,Bangladesh,Wheat,2004,19527,2666,5587.81,26.14
2255,Bangladesh,Wheat,2004,19527,2666,5587.81,26.14
2256,Bangladesh,Maize,2005,53311,2666,7605.01,26.19
2257,Bangladesh,Maize,2005,53311,2666,7605.01,26.19
2258,Bangladesh,Potatoes,2005,148805,2666,7605.01,26.19
2259,Bangladesh,Potatoes,2005,148805,2666,7605.01,26.19
2260,Bangladesh,"Rice, paddy",2005,37814,2666,7605.01,26.19
2261,Bangladesh,"Rice, paddy",2005,37814,2666,7605.01,26.19
2262,Bangladesh,Sorghum,2005,13214,2666,7605.01,26.19
2263,Bangladesh,Sorghum,2005,13214,2666,7605.01,26.19
2264,Bangladesh,Soybeans,2005,14148,2666,7605.01,26.19
2265,Bangladesh,Soybeans,2005,14148,2666,7605.01,26.19
2266,Bangladesh,Sweet potatoes,2005,88704,2666,7605.01,26.19
2267,Bangladesh,Sweet potatoes,2005,88704,2666,7605.01,26.19
2268,Bangladesh,Wheat,2005,17478,2666,7605.01,26.19
2269,Bangladesh,Wheat,2005,17478,2666,7605.01,26.19
2270,Bangladesh,Maize,2006,52998,2666,9074.43,26.44
2271,Bangladesh,Maize,2006,52998,2666,9074.43,26.44
2272,Bangladesh,Potatoes,2006,143848,2666,9074.43,26.44
2273,Bangladesh,Potatoes,2006,143848,2666,9074.43,26.44
2274,Bangladesh,"Rice, paddy",2006,38541,2666,9074.43,26.44
2275,Bangladesh,"Rice, paddy",2006,38541,2666,9074.43,26.44
2276,Bangladesh,Sorghum,2006,13587,2666,9074.43,26.44
2277,Bangladesh,Sorghum,2006,13587,2666,9074.43,26.44
2278,Bangladesh,Soybeans,2006,15144,2666,9074.43,26.44
2279,Bangladesh,Soybeans,2006,15144,2666,9074.43,26.44
2280,Bangladesh,Sweet potatoes,2006,90254,2666,9074.43,26.44
2281,Bangladesh,Sweet potatoes,2006,90254,2666,9074.43,26.44
2282,Bangladesh,Wheat,2006,15344,2666,9074.43,26.44
2283,Bangladesh,Wheat,2006,15344,2666,9074.43,26.44
2284,Bangladesh,Maize,2007,59812,2666,10962.31,25.95
2285,Bangladesh,Maize,2007,59812,2666,10962.31,25.95
2286,Bangladesh,Potatoes,2007,149768,2666,10962.31,25.95
2287,Bangladesh,Potatoes,2007,149768,2666,10962.31,25.95
2288,Bangladesh,"Rice, paddy",2007,40833,2666,10962.31,25.95
2289,Bangladesh,"Rice, paddy",2007,40833,2666,10962.31,25.95
2290,Bangladesh,Sorghum,2007,13462,2666,10962.31,25.95
2291,Bangladesh,Sorghum,2007,13462,2666,10962.31,25.95
2292,Bangladesh,Soybeans,2007,14717,2666,10962.31,25.95
2293,Bangladesh,Soybeans,2007,14717,2666,10962.31,25.95
2294,Bangladesh,Sweet potatoes,2007,90479,2666,10962.31,25.95
2295,Bangladesh,Sweet potatoes,2007,90479,2666,10962.31,25.95
2296,Bangladesh,Wheat,2007,18471,2666,10962.31,25.95
2297,Bangladesh,Wheat,2007,18471,2666,10962.31,25.95
2298,Bangladesh,Maize,2008,60172,2666,12936.5,26.0
2299,Bangladesh,Maize,2008,60172,2666,12936.5,26.0
2300,Bangladesh,Potatoes,2008,165373,2666,12936.5,26.0
2301,Bangladesh,Potatoes,2008,165373,2666,12936.5,26.0
2302,Bangladesh,"Rice, paddy",2008,41441,2666,12936.5,26.0
2303,Bangladesh,"Rice, paddy",2008,41441,2666,12936.5,26.0
2304,Bangladesh,Sorghum,2008,21505,2666,12936.5,26.0
2305,Bangladesh,Sorghum,2008,21505,2666,12936.5,26.0
2306,Bangladesh,Soybeans,2008,15026,2666,12936.5,26.0
2307,Bangladesh,Soybeans,2008,15026,2666,12936.5,26.0
2308,Bangladesh,Sweet potatoes,2008,97290,2666,12936.5,26.0
2309,Bangladesh,Sweet potatoes,2008,97290,2666,12936.5,26.0
2310,Bangladesh,Wheat,2008,21753,2666,12936.5,26.0
2311,Bangladesh,Wheat,2008,21753,2666,12936.5,26.0
2312,Bangladesh,Maize,2009,56831,2666,13790.09,26.54
2313,Bangladesh,Maize,2009,56831,2666,13790.09,26.54
2314,Bangladesh,Potatoes,2009,133367,2666,13790.09,26.54
2315,Bangladesh,Potatoes,2009,133367,2666,13790.09,26.54
2316,Bangladesh,"Rice, paddy",2009,42404,2666,13790.09,26.54
2317,Bangladesh,"Rice, paddy",2009,42404,2666,13790.09,26.54
2318,Bangladesh,Sorghum,2009,13300,2666,13790.09,26.54
2319,Bangladesh,Sorghum,2009,13300,2666,13790.09,26.54
2320,Bangladesh,Soybeans,2009,14660,2666,13790.09,26.54
2321,Bangladesh,Soybeans,2009,14660,2666,13790.09,26.54
2322,Bangladesh,Sweet potatoes,2009,96232,2666,13790.09,26.54
2323,Bangladesh,Sweet potatoes,2009,96232,2666,13790.09,26.54
2324,Bangladesh,Wheat,2009,21516,2666,13790.09,26.54
2325,Bangladesh,Wheat,2009,21516,2666,13790.09,26.54
2326,Bangladesh,Maize,2010,58378,2666,13283.72,26.65
2327,Bangladesh,Maize,2010,58378,2666,13283.72,26.65
2328,Bangladesh,Potatoes,2010,182299,2666,13283.72,26.65
2329,Bangladesh,Potatoes,2010,182299,2666,13283.72,26.65
2330,Bangladesh,"Rice, paddy",2010,43422,2666,13283.72,26.65
2331,Bangladesh,"Rice, paddy",2010,43422,2666,13283.72,26.65
2332,Bangladesh,Sorghum,2010,12806,2666,13283.72,26.65
2333,Bangladesh,Sorghum,2010,12806,2666,13283.72,26.65
2334,Bangladesh,Soybeans,2010,17090,2666,13283.72,26.65
2335,Bangladesh,Soybeans,2010,17090,2666,13283.72,26.65
2336,Bangladesh,Sweet potatoes,2010,98688,2666,13283.72,26.65
2337,Bangladesh,Sweet potatoes,2010,98688,2666,13283.72,26.65
2338,Bangladesh,Wheat,2010,23959,2666,13283.72,26.65
2339,Bangladesh,Wheat,2010,23959,2666,13283.72,26.65
2340,Bangladesh,Maize,2011,61512,2666,14798.28,25.8
2341,Bangladesh,Maize,2011,61512,2666,14798.28,25.8
2342,Bangladesh,Potatoes,2011,180931,2666,14798.28,25.8
2343,Bangladesh,Potatoes,2011,180931,2666,14798.28,25.8
2344,Bangladesh,"Rice, paddy",2011,43917,2666,14798.28,25.8
2345,Bangladesh,"Rice, paddy",2011,43917,2666,14798.28,25.8
2346,Bangladesh,Sorghum,2011,14667,2666,14798.28,25.8
2347,Bangladesh,Sorghum,2011,14667,2666,14798.28,25.8
